file,split,row,location,time,light,subject,license
test_0143.jpg,test,143,outdoor,day,sun_sky,man_made,Adobe
test_0145.jpg,test,145,outdoor,day,sun_sky,nature,Adobe
test_0147.jpg,test,147,outdoor,day,sun_sky,nature,AdobeMIT
test_0149.jpg,test,149,outdoor,day,sun_sky,nature,Adobe
test_0151.jpg,test,151,outdoor,day,sun_sky,man_made,Adobe
test_0153.jpg,test,153,outdoor,day,sun_sky,nature,AdobeMIT
test_0154.jpg,test,154,outdoor,day,sun_sky,nature,AdobeMIT
test_0157.jpg,test,157,outdoor,day,sun_sky,nature,Adobe
test_0163.jpg,test,163,outdoor,day,sun_sky,nature,AdobeMIT
test_0166.jpg,test,166,outdoor,day,sun_sky,nature,AdobeMIT
test_0170.jpg,test,170,outdoor,day,sun_sky,nature,Adobe
test_0176.jpg,test,176,outdoor,day,sun_sky,nature,AdobeMIT
test_0177.jpg,test,177,outdoor,day,sun_sky,man_made,AdobeMIT
test_0178.jpg,test,178,outdoor,unknown,sun_sky,man_made,AdobeMIT
test_0180.jpg,test,180,outdoor,day,sun_sky,man_made,AdobeMIT
test_0181.jpg,test,181,outdoor,day,sun_sky,man_made,Adobe
test_0183.jpg,test,183,outdoor,day,sun_sky,man_made,AdobeMIT
test_0184.jpg,test,184,outdoor,day,sun_sky,man_made,Adobe
test_0187.jpg,test,187,outdoor,day,sun_sky,man_made,AdobeMIT
test_0189.jpg,test,189,outdoor,day,sun_sky,man_made,AdobeMIT
test_0190.jpg,test,190,outdoor,day,sun_sky,nature,Adobe
test_0193.jpg,test,193,outdoor,day,sun_sky,man_made,Adobe
test_0195.jpg,test,195,outdoor,day,sun_sky,nature,AdobeMIT
test_0197.jpg,test,197,outdoor,day,sun_sky,man_made,Adobe
test_0199.jpg,test,199,outdoor,day,sun_sky,nature,AdobeMIT
test_0200.jpg,test,200,outdoor,day,sun_sky,man_made,Adobe
test_0201.jpg,test,201,outdoor,day,sun_sky,nature,AdobeMIT
test_0202.jpg,test,202,outdoor,day,sun_sky,man_made,AdobeMIT
test_0205.jpg,test,205,outdoor,day,sun_sky,nature,AdobeMIT
test_0206.jpg,test,206,outdoor,unknown,sun_sky,nature,Adobe
test_0208.jpg,test,208,outdoor,day,sun_sky,man_made,Adobe
test_0210.jpg,test,210,outdoor,unknown,sun_sky,man_made,Adobe
test_0211.jpg,test,211,outdoor,day,sun_sky,man_made,AdobeMIT
test_0212.jpg,test,212,outdoor,dusk,sun_sky,man_made,Adobe
test_0213.jpg,test,213,outdoor,day,sun_sky,man_made,Adobe
test_0215.jpg,test,215,outdoor,day,sun_sky,man_made,Adobe
test_0218.jpg,test,218,outdoor,day,sun_sky,man_made,Adobe
test_0219.jpg,test,219,outdoor,day,sun_sky,man_made,Adobe
test_0221.jpg,test,221,outdoor,day,sun_sky,nature,Adobe
test_0223.jpg,test,223,outdoor,day,sun_sky,nature,AdobeMIT
test_0224.jpg,test,224,outdoor,day,sun_sky,nature,AdobeMIT
test_0228.jpg,test,228,outdoor,day,sun_sky,man_made,Adobe
test_0229.jpg,test,229,outdoor,day,sun_sky,nature,AdobeMIT
test_0231.jpg,test,231,outdoor,day,sun_sky,nature,AdobeMIT
test_0234.jpg,test,234,outdoor,day,sun_sky,man_made,Adobe
test_0235.jpg,test,235,outdoor,day,sun_sky,nature,AdobeMIT
test_0236.jpg,test,236,outdoor,dusk,sun_sky,nature,AdobeMIT
test_0237.jpg,test,237,outdoor,day,sun_sky,man_made,Adobe
test_0240.jpg,test,240,outdoor,day,sun_sky,man_made,Adobe
test_0243.jpg,test,243,outdoor,day,sun_sky,man_made,Adobe
test_0245.jpg,test,245,outdoor,dusk,sun_sky,nature,Adobe
test_0248.jpg,test,248,outdoor,dusk,sun_sky,nature,AdobeMIT
test_0249.jpg,test,249,outdoor,day,sun_sky,man_made,Adobe
test_0251.jpg,test,251,outdoor,day,sun_sky,man_made,AdobeMIT
test_0254.jpg,test,254,outdoor,day,sun_sky,man_made,AdobeMIT
test_0258.jpg,test,258,outdoor,day,sun_sky,man_made,AdobeMIT
test_0259.jpg,test,259,outdoor,day,sun_sky,nature,Adobe
test_0265.jpg,test,265,outdoor,day,sun_sky,nature,AdobeMIT
test_0268.jpg,test,268,outdoor,day,sun_sky,nature,Adobe
test_0270.jpg,test,270,outdoor,day,sun_sky,nature,AdobeMIT
test_0272.jpg,test,272,outdoor,day,sun_sky,man_made,AdobeMIT
test_0273.jpg,test,273,outdoor,day,sun_sky,man_made,AdobeMIT
test_0275.jpg,test,275,outdoor,day,sun_sky,nature,AdobeMIT
test_0276.jpg,test,276,outdoor,day,sun_sky,man_made,AdobeMIT
test_0279.jpg,test,279,outdoor,day,sun_sky,man_made,AdobeMIT
test_0282.jpg,test,282,outdoor,day,sun_sky,nature,AdobeMIT
test_0284.jpg,test,284,outdoor,day,sun_sky,man_made,Adobe
test_0285.jpg,test,285,outdoor,day,sun_sky,man_made,AdobeMIT
test_0286.jpg,test,286,outdoor,day,sun_sky,nature,AdobeMIT
test_0288.jpg,test,288,outdoor,day,sun_sky,man_made,Adobe
test_0289.jpg,test,289,outdoor,day,sun_sky,man_made,AdobeMIT
test_0291.jpg,test,291,outdoor,day,sun_sky,nature,AdobeMIT
test_0292.jpg,test,292,outdoor,day,sun_sky,man_made,Adobe
test_0293.jpg,test,293,outdoor,day,sun_sky,nature,Adobe
test_0294.jpg,test,294,outdoor,day,sun_sky,man_made,Adobe
test_0295.jpg,test,295,outdoor,day,sun_sky,man_made,Adobe
test_0296.jpg,test,296,outdoor,day,sun_sky,man_made,AdobeMIT
test_0298.jpg,test,298,outdoor,day,sun_sky,man_made,Adobe
test_0301.jpg,test,301,outdoor,day,sun_sky,man_made,Adobe
test_0307.jpg,test,307,outdoor,day,sun_sky,man_made,Adobe
test_0311.jpg,test,311,outdoor,day,sun_sky,man_made,Adobe
test_0312.jpg,test,312,outdoor,day,sun_sky,man_made,AdobeMIT
test_0313.jpg,test,313,outdoor,day,sun_sky,man_made,Adobe
test_0315.jpg,test,315,outdoor,day,sun_sky,man_made,AdobeMIT
test_0317.jpg,test,317,outdoor,day,sun_sky,nature,Adobe
test_0318.jpg,test,318,outdoor,day,sun_sky,man_made,AdobeMIT
test_0319.jpg,test,319,outdoor,day,sun_sky,nature,AdobeMIT
test_0321.jpg,test,321,outdoor,day,sun_sky,man_made,AdobeMIT
test_0324.jpg,test,324,outdoor,dusk,sun_sky,nature,Adobe
test_0325.jpg,test,325,outdoor,dusk,sun_sky,man_made,Adobe
test_0328.jpg,test,328,outdoor,day,sun_sky,nature,AdobeMIT
test_0330.jpg,test,330,outdoor,dusk,sun_sky,man_made,Adobe
test_0334.jpg,test,334,outdoor,day,sun_sky,man_made,Adobe
test_0335.jpg,test,335,outdoor,day,sun_sky,nature,AdobeMIT
test_0337.jpg,test,337,outdoor,day,sun_sky,nature,Adobe
test_0339.jpg,test,339,outdoor,day,sun_sky,nature,Adobe
test_0340.jpg,test,340,outdoor,day,sun_sky,nature,AdobeMIT
test_0346.jpg,test,346,outdoor,dusk,mixed,man_made,Adobe
test_0349.jpg,test,349,outdoor,day,sun_sky,man_made,Adobe
test_0350.jpg,test,350,outdoor,day,sun_sky,man_made,AdobeMIT
test_0354.jpg,test,354,outdoor,day,sun_sky,nature,Adobe
test_0355.jpg,test,355,outdoor,day,sun_sky,man_made,AdobeMIT
test_0356.jpg,test,356,outdoor,day,sun_sky,man_made,Adobe
test_0357.jpg,test,357,outdoor,day,sun_sky,man_made,Adobe
test_0358.jpg,test,358,outdoor,day,sun_sky,man_made,AdobeMIT
test_0359.jpg,test,359,outdoor,day,sun_sky,nature,Adobe
test_0361.jpg,test,361,outdoor,day,sun_sky,man_made,AdobeMIT
test_0362.jpg,test,362,outdoor,day,sun_sky,nature,AdobeMIT
test_0364.jpg,test,364,outdoor,day,sun_sky,nature,Adobe
test_0366.jpg,test,366,outdoor,unknown,sun_sky,nature,AdobeMIT
test_0367.jpg,test,367,outdoor,day,sun_sky,man_made,Adobe
test_0368.jpg,test,368,outdoor,day,sun_sky,nature,Adobe
test_0370.jpg,test,370,outdoor,day,sun_sky,man_made,Adobe
test_0373.jpg,test,373,outdoor,day,sun_sky,man_made,Adobe
test_0375.jpg,test,375,outdoor,day,sun_sky,man_made,AdobeMIT
test_0377.jpg,test,377,outdoor,day,sun_sky,man_made,Adobe
test_0379.jpg,test,379,outdoor,day,sun_sky,man_made,Adobe
test_0380.jpg,test,380,outdoor,day,sun_sky,man_made,Adobe
test_0383.jpg,test,383,outdoor,day,sun_sky,nature,AdobeMIT
test_0384.jpg,test,384,outdoor,day,sun_sky,man_made,AdobeMIT
test_0385.jpg,test,385,outdoor,unknown,sun_sky,nature,Adobe
test_0386.jpg,test,386,outdoor,day,sun_sky,man_made,Adobe
test_0387.jpg,test,387,outdoor,day,sun_sky,nature,AdobeMIT
test_0389.jpg,test,389,outdoor,day,sun_sky,man_made,AdobeMIT
test_0393.jpg,test,393,outdoor,day,sun_sky,man_made,Adobe
test_0395.jpg,test,395,outdoor,day,sun_sky,man_made,Adobe
test_0396.jpg,test,396,outdoor,unknown,sun_sky,nature,AdobeMIT
test_0399.jpg,test,399,outdoor,day,sun_sky,nature,AdobeMIT
test_0400.jpg,test,400,outdoor,day,sun_sky,man_made,Adobe
test_0404.jpg,test,404,outdoor,day,sun_sky,nature,Adobe
test_0405.jpg,test,405,outdoor,day,sun_sky,man_made,AdobeMIT
test_0406.jpg,test,406,outdoor,day,mixed,man_made,Adobe
test_0407.jpg,test,407,outdoor,day,sun_sky,nature,AdobeMIT
test_0408.jpg,test,408,outdoor,day,sun_sky,man_made,Adobe
test_0410.jpg,test,410,outdoor,day,sun_sky,nature,AdobeMIT
test_0414.jpg,test,414,outdoor,day,sun_sky,man_made,Adobe
test_0416.jpg,test,416,outdoor,day,sun_sky,man_made,Adobe
test_0417.jpg,test,417,outdoor,day,sun_sky,man_made,AdobeMIT
test_0418.jpg,test,418,outdoor,day,sun_sky,nature,Adobe
test_0419.jpg,test,419,outdoor,night,artificial,man_made,Adobe
test_0422.jpg,test,422,outdoor,dusk,sun_sky,man_made,Adobe
test_0426.jpg,test,426,outdoor,day,sun_sky,man_made,AdobeMIT
test_0427.jpg,test,427,outdoor,day,sun_sky,man_made,AdobeMIT
test_0428.jpg,test,428,outdoor,day,sun_sky,man_made,AdobeMIT
test_0430.jpg,test,430,outdoor,day,sun_sky,man_made,AdobeMIT
test_0431.jpg,test,431,outdoor,day,sun_sky,man_made,AdobeMIT
test_0433.jpg,test,433,outdoor,night,artificial,man_made,AdobeMIT
test_0435.jpg,test,435,outdoor,day,sun_sky,man_made,AdobeMIT
test_0436.jpg,test,436,outdoor,day,sun_sky,nature,Adobe
test_0438.jpg,test,438,outdoor,day,sun_sky,nature,AdobeMIT
test_0440.jpg,test,440,outdoor,day,sun_sky,nature,Adobe
test_0441.jpg,test,441,outdoor,dusk,sun_sky,nature,Adobe
test_0442.jpg,test,442,outdoor,day,sun_sky,man_made,Adobe
test_0444.jpg,test,444,outdoor,day,sun_sky,nature,Adobe
test_0447.jpg,test,447,outdoor,dusk,sun_sky,man_made,Adobe
test_0448.jpg,test,448,outdoor,dusk,sun_sky,nature,Adobe
test_0451.jpg,test,451,outdoor,unknown,sun_sky,nature,Adobe
test_0452.jpg,test,452,outdoor,day,sun_sky,man_made,AdobeMIT
test_0454.jpg,test,454,outdoor,day,sun_sky,man_made,AdobeMIT
test_0458.jpg,test,458,outdoor,day,sun_sky,man_made,AdobeMIT
test_0459.jpg,test,459,outdoor,day,sun_sky,nature,AdobeMIT
test_0462.jpg,test,462,outdoor,day,sun_sky,nature,Adobe
test_0465.jpg,test,465,outdoor,day,sun_sky,man_made,Adobe
test_0466.jpg,test,466,outdoor,unknown,sun_sky,nature,AdobeMIT
test_0467.jpg,test,467,outdoor,day,sun_sky,man_made,AdobeMIT
test_0468.jpg,test,468,outdoor,day,sun_sky,man_made,Adobe
test_0471.jpg,test,471,outdoor,night,sun_sky,man_made,AdobeMIT
test_0475.jpg,test,475,outdoor,day,sun_sky,man_made,AdobeMIT
test_0476.jpg,test,476,outdoor,dusk,mixed,man_made,Adobe
test_0477.jpg,test,477,outdoor,day,sun_sky,nature,Adobe
test_0480.jpg,test,480,outdoor,day,sun_sky,man_made,AdobeMIT
test_0488.jpg,test,488,outdoor,day,sun_sky,man_made,Adobe
test_0494.jpg,test,494,outdoor,day,sun_sky,man_made,AdobeMIT
test_0495.jpg,test,495,outdoor,day,sun_sky,man_made,Adobe
test_0496.jpg,test,496,outdoor,day,sun_sky,nature,AdobeMIT
test_0502.jpg,test,502,outdoor,day,sun_sky,nature,AdobeMIT
test_0504.jpg,test,504,outdoor,day,sun_sky,man_made,Adobe
test_0505.jpg,test,505,outdoor,day,sun_sky,nature,AdobeMIT
test_0508.jpg,test,508,outdoor,dusk,sun_sky,man_made,Adobe
test_0510.jpg,test,510,outdoor,day,sun_sky,man_made,AdobeMIT
test_0513.jpg,test,513,outdoor,day,sun_sky,man_made,Adobe
test_0518.jpg,test,518,outdoor,day,sun_sky,nature,Adobe
test_0519.jpg,test,519,outdoor,day,sun_sky,nature,Adobe
test_0523.jpg,test,523,outdoor,dusk,sun_sky,man_made,Adobe
test_0524.jpg,test,524,outdoor,dusk,sun_sky,nature,AdobeMIT
test_0527.jpg,test,527,outdoor,day,sun_sky,nature,Adobe
test_0528.jpg,test,528,outdoor,dusk,sun_sky,man_made,AdobeMIT
test_0530.jpg,test,530,outdoor,unknown,sun_sky,nature,AdobeMIT
test_0533.jpg,test,533,outdoor,day,sun_sky,man_made,Adobe
test_0534.jpg,test,534,outdoor,day,sun_sky,man_made,Adobe
test_0536.jpg,test,536,outdoor,day,sun_sky,man_made,Adobe
test_0538.jpg,test,538,outdoor,day,sun_sky,man_made,Adobe
test_0542.jpg,test,542,outdoor,day,sun_sky,man_made,Adobe
test_0543.jpg,test,543,outdoor,day,sun_sky,nature,AdobeMIT
test_0548.jpg,test,548,outdoor,day,sun_sky,man_made,Adobe
test_0553.jpg,test,553,outdoor,day,sun_sky,man_made,Adobe
test_0554.jpg,test,554,outdoor,day,sun_sky,nature,Adobe
test_0555.jpg,test,555,outdoor,day,sun_sky,man_made,AdobeMIT
test_0557.jpg,test,557,outdoor,day,sun_sky,nature,AdobeMIT
test_0558.jpg,test,558,outdoor,day,sun_sky,nature,AdobeMIT
test_0559.jpg,test,559,outdoor,day,sun_sky,man_made,Adobe
test_0560.jpg,test,560,outdoor,day,sun_sky,nature,Adobe
test_0561.jpg,test,561,outdoor,day,sun_sky,nature,AdobeMIT
test_0564.jpg,test,564,outdoor,day,sun_sky,nature,Adobe
test_0565.jpg,test,565,outdoor,night,sun_sky,man_made,Adobe
test_0566.jpg,test,566,outdoor,day,sun_sky,man_made,Adobe
test_0568.jpg,test,568,outdoor,day,sun_sky,man_made,Adobe
test_0572.jpg,test,572,outdoor,day,sun_sky,man_made,AdobeMIT
test_0573.jpg,test,573,outdoor,day,sun_sky,nature,AdobeMIT
test_0574.jpg,test,574,outdoor,day,sun_sky,nature,Adobe
test_0575.jpg,test,575,outdoor,day,sun_sky,nature,AdobeMIT
test_0576.jpg,test,576,outdoor,day,sun_sky,nature,AdobeMIT
test_0578.jpg,test,578,outdoor,day,sun_sky,man_made,Adobe
test_0591.jpg,test,591,outdoor,day,sun_sky,nature,Adobe
test_0594.jpg,test,594,outdoor,day,sun_sky,nature,AdobeMIT
test_0595.jpg,test,595,outdoor,unknown,sun_sky,man_made,Adobe
test_0596.jpg,test,596,outdoor,day,sun_sky,nature,AdobeMIT
test_0598.jpg,test,598,outdoor,day,sun_sky,man_made,Adobe
test_0600.jpg,test,600,outdoor,day,sun_sky,nature,Adobe
test_0601.jpg,test,601,outdoor,day,sun_sky,man_made,Adobe
test_0603.jpg,test,603,outdoor,day,sun_sky,man_made,Adobe
test_0608.jpg,test,608,outdoor,day,sun_sky,man_made,Adobe
test_0609.jpg,test,609,outdoor,day,sun_sky,man_made,AdobeMIT
test_0613.jpg,test,613,outdoor,day,sun_sky,man_made,AdobeMIT
test_0614.jpg,test,614,outdoor,day,sun_sky,man_made,Adobe
test_0615.jpg,test,615,outdoor,day,sun_sky,man_made,AdobeMIT
test_0617.jpg,test,617,outdoor,day,sun_sky,man_made,Adobe
test_0619.jpg,test,619,outdoor,day,sun_sky,nature,Adobe
test_0624.jpg,test,624,outdoor,day,sun_sky,man_made,Adobe
test_0625.jpg,test,625,outdoor,day,sun_sky,man_made,AdobeMIT
test_0626.jpg,test,626,outdoor,night,mixed,man_made,Adobe
test_0632.jpg,test,632,outdoor,day,sun_sky,nature,AdobeMIT
test_0633.jpg,test,633,outdoor,day,sun_sky,man_made,Adobe
test_0634.jpg,test,634,outdoor,day,sun_sky,man_made,Adobe
test_0636.jpg,test,636,outdoor,day,sun_sky,man_made,AdobeMIT
test_0638.jpg,test,638,outdoor,day,sun_sky,man_made,Adobe
test_0640.jpg,test,640,outdoor,day,sun_sky,nature,AdobeMIT
test_0642.jpg,test,642,outdoor,day,sun_sky,man_made,Adobe
test_0643.jpg,test,643,outdoor,day,sun_sky,nature,Adobe
test_0644.jpg,test,644,outdoor,day,sun_sky,nature,AdobeMIT
test_0646.jpg,test,646,outdoor,day,sun_sky,man_made,AdobeMIT
test_0648.jpg,test,648,outdoor,day,sun_sky,nature,AdobeMIT
test_0649.jpg,test,649,outdoor,day,sun_sky,nature,AdobeMIT
test_0650.jpg,test,650,outdoor,day,sun_sky,nature,AdobeMIT
test_0652.jpg,test,652,outdoor,dusk,sun_sky,man_made,AdobeMIT
test_0655.jpg,test,655,outdoor,day,sun_sky,man_made,Adobe
test_0656.jpg,test,656,outdoor,day,sun_sky,man_made,AdobeMIT
test_0658.jpg,test,658,outdoor,day,sun_sky,nature,AdobeMIT
test_0662.jpg,test,662,outdoor,day,sun_sky,man_made,Adobe
test_0664.jpg,test,664,outdoor,day,sun_sky,nature,Adobe
test_0665.jpg,test,665,outdoor,day,sun_sky,nature,AdobeMIT
test_0666.jpg,test,666,outdoor,day,sun_sky,man_made,AdobeMIT
test_0667.jpg,test,667,outdoor,day,sun_sky,nature,AdobeMIT
test_0668.jpg,test,668,outdoor,unknown,sun_sky,nature,AdobeMIT
test_0669.jpg,test,669,outdoor,day,sun_sky,nature,AdobeMIT
test_0671.jpg,test,671,outdoor,day,sun_sky,man_made,Adobe
test_0672.jpg,test,672,outdoor,night,mixed,man_made,AdobeMIT
test_0674.jpg,test,674,outdoor,day,sun_sky,man_made,AdobeMIT
test_0675.jpg,test,675,outdoor,day,sun_sky,nature,AdobeMIT
test_0678.jpg,test,678,outdoor,day,sun_sky,man_made,AdobeMIT
test_0679.jpg,test,679,outdoor,day,sun_sky,man_made,AdobeMIT
test_0682.jpg,test,682,outdoor,day,sun_sky,man_made,Adobe
test_0684.jpg,test,684,outdoor,night,artificial,man_made,AdobeMIT
test_0686.jpg,test,686,outdoor,day,sun_sky,man_made,AdobeMIT
test_0689.jpg,test,689,outdoor,day,sun_sky,nature,AdobeMIT
test_0690.jpg,test,690,outdoor,day,sun_sky,man_made,Adobe
test_0692.jpg,test,692,outdoor,day,sun_sky,man_made,AdobeMIT
test_0696.jpg,test,696,outdoor,day,sun_sky,nature,AdobeMIT
test_0700.jpg,test,700,outdoor,unknown,sun_sky,nature,AdobeMIT
test_0701.jpg,test,701,outdoor,day,sun_sky,nature,AdobeMIT
test_0706.jpg,test,706,outdoor,day,sun_sky,man_made,Adobe
test_0710.jpg,test,710,outdoor,day,sun_sky,man_made,AdobeMIT
test_0712.jpg,test,712,outdoor,day,sun_sky,man_made,Adobe
test_0713.jpg,test,713,outdoor,day,sun_sky,man_made,Adobe
test_0714.jpg,test,714,outdoor,day,sun_sky,nature,AdobeMIT
test_0715.jpg,test,715,outdoor,day,sun_sky,nature,Adobe
test_0719.jpg,test,719,outdoor,day,sun_sky,man_made,Adobe
test_0723.jpg,test,723,outdoor,day,sun_sky,man_made,AdobeMIT
test_0724.jpg,test,724,outdoor,day,sun_sky,nature,AdobeMIT
test_0727.jpg,test,727,outdoor,day,sun_sky,man_made,Adobe
test_0729.jpg,test,729,outdoor,day,sun_sky,nature,AdobeMIT
test_0736.jpg,test,736,outdoor,day,sun_sky,nature,AdobeMIT
test_0737.jpg,test,737,outdoor,day,sun_sky,man_made,Adobe
test_0742.jpg,test,742,outdoor,day,sun_sky,nature,AdobeMIT
test_0743.jpg,test,743,outdoor,day,sun_sky,nature,AdobeMIT
test_0746.jpg,test,746,outdoor,day,sun_sky,nature,AdobeMIT
test_0747.jpg,test,747,outdoor,day,sun_sky,man_made,AdobeMIT
test_0748.jpg,test,748,outdoor,day,sun_sky,nature,Adobe
test_0752.jpg,test,752,outdoor,day,sun_sky,nature,Adobe
test_0753.jpg,test,753,outdoor,day,sun_sky,nature,Adobe
test_0756.jpg,test,756,outdoor,day,sun_sky,man_made,AdobeMIT
test_0758.jpg,test,758,outdoor,day,sun_sky,nature,Adobe
test_0759.jpg,test,759,outdoor,day,sun_sky,man_made,Adobe
test_0763.jpg,test,763,outdoor,day,sun_sky,nature,Adobe
test_0764.jpg,test,764,outdoor,day,sun_sky,nature,AdobeMIT
test_0767.jpg,test,767,outdoor,day,sun_sky,man_made,Adobe
test_0768.jpg,test,768,outdoor,day,sun_sky,nature,AdobeMIT
test_0769.jpg,test,769,outdoor,day,sun_sky,nature,AdobeMIT
test_0771.jpg,test,771,outdoor,day,sun_sky,nature,AdobeMIT
test_0773.jpg,test,773,outdoor,day,sun_sky,nature,AdobeMIT
test_0774.jpg,test,774,outdoor,day,sun_sky,man_made,AdobeMIT
test_0775.jpg,test,775,outdoor,day,sun_sky,nature,Adobe
test_0777.jpg,test,777,outdoor,day,sun_sky,nature,Adobe
test_0778.jpg,test,778,outdoor,day,sun_sky,man_made,Adobe
test_0780.jpg,test,780,outdoor,unknown,sun_sky,man_made,Adobe
test_0781.jpg,test,781,outdoor,day,sun_sky,man_made,AdobeMIT
test_0784.jpg,test,784,outdoor,day,sun_sky,nature,AdobeMIT
test_0785.jpg,test,785,outdoor,day,sun_sky,nature,Adobe
test_0787.jpg,test,787,outdoor,day,sun_sky,nature,AdobeMIT
test_0790.jpg,test,790,outdoor,night,mixed,man_made,Adobe
test_0792.jpg,test,792,outdoor,unknown,mixed,man_made,AdobeMIT
test_0800.jpg,test,800,outdoor,day,sun_sky,man_made,AdobeMIT
test_0801.jpg,test,801,outdoor,day,sun_sky,nature,AdobeMIT
test_0802.jpg,test,802,outdoor,day,sun_sky,man_made,Adobe
test_0803.jpg,test,803,outdoor,unknown,sun_sky,nature,Adobe
test_0805.jpg,test,805,outdoor,day,sun_sky,man_made,Adobe
test_0807.jpg,test,807,outdoor,day,sun_sky,man_made,AdobeMIT
test_0808.jpg,test,808,outdoor,unknown,sun_sky,nature,AdobeMIT
