file,sha256,regime,score,person_frac,license,license_version,license_url,title,creator,creator_url,source,landing_url,image_url,attribution,openverse_id,query,L_p01,L_p50,L_p99,shadow_frac,shadow_a,shadow_b,mid_a,mid_b,high_a,high_b,sat_mean
0010_day_96b1c95f.jpg,bb17b01043a66bf490866cb5773b438153ac0e70d20eacf0663edea1718a55cc,day,0.7135,0.43,by,2.0,https://creativecommons.org/licenses/by/2.0/,"Deal - Button at the Seaside - Mar 2011 - He Was Cold, It Was Cold",Gareth1953 All Right Now,https://www.flickr.com/photos/40837632@N05,flickr,https://www.flickr.com/photos/40837632@N05/5548513100,https://live.staticflickr.com/5059/5548513100_142770cf5f_b.jpg,"""Deal - Button at the Seaside - Mar 2011 - He Was Cold, It Was Cold"" by Gareth1953 All Right Now, CC BY 2.0, via flickr",96b1c95f-2ffb-42e5-945e-23f25b4f580f,urban portrait evening,3.865,60.734,99.31,0.179,1.031,-0.085,-1.977,-6.575,-2.44,-0.541,0.197
0011_day_31d8eecc.jpg,a01d3b86cd84677a396e2018c33504e0ba5e7b402a3b86fb867e7e3b2e6d9310,day,0.7115,0.437,by,2.0,https://creativecommons.org/licenses/by/2.0/,San Francisco Cherry Blossom Festival 2012,coolmikeol,https://www.flickr.com/photos/44094498@N03,flickr,https://www.flickr.com/photos/44094498@N03/6968435458,https://live.staticflickr.com/7269/6968435458_f46b3d1479_b.jpg,"""San Francisco Cherry Blossom Festival 2012"" by coolmikeol, CC BY 2.0, via flickr",31d8eecc-b03d-4640-b01a-4bc313dc6167,portrait cherry blossom street,3.143,65.899,85.936,0.192,1.116,-4.124,-0.878,3.767,0.294,-0.168,0.135
0012_day_b1b05185.jpg,13bc7ca3c00a960149768aba6cc18ee87f32e535b2b949c4aae1c6b80f40fe81,day,0.7098,0.173,by,2.0,https://creativecommons.org/licenses/by/2.0/,Family Street Portrait | Kuala Lumpur | Feb 2014,Johnragai-Moment Catcher,https://www.flickr.com/photos/40642065@N06,flickr,https://www.flickr.com/photos/40642065@N06/12787061034,https://live.staticflickr.com/7334/12787061034_6746372e83_b.jpg,"""Family Street Portrait | Kuala Lumpur | Feb 2014"" by Johnragai-Moment Catcher, CC BY 2.0, via flickr",b1b05185-c611-4173-b85d-330b4ccdb4f2,street portrait city daylight,5.073,55.158,93.028,0.171,3.081,-1.636,5.382,2.379,1.234,4.022,0.167
0013_day_cf244d4a.jpg,05a5f344055140412232ad54208d07ec96f5ae0a1febc145c02a5dbf1ea341cd,day,0.7096,0.25,by,2.0,https://creativecommons.org/licenses/by/2.0/,Amy,Khánh Hmoong,https://www.flickr.com/photos/7997148@N05,flickr,https://www.flickr.com/photos/7997148@N05/18406630075,https://live.staticflickr.com/8849/18406630075_185c0e7abc_b.jpg,"""Amy"" by Khánh Hmoong, CC BY 2.0, via flickr",cf244d4a-ac94-4e20-bb87-24f717c00e39,street portrait city daylight,4.671,52.799,98.249,0.296,2.039,5.978,-1.407,6.957,-1.137,0.859,0.196
0014_day_a8f7b080.jpg,9270dbdfb25522e153f2cdc5a36982d7c7ca0386a79f1d74c22e22e71e0fe01b,day,0.7074,0.52,by,2.0,https://creativecommons.org/licenses/by/2.0/,131106 STB BN run,UNC - CFC - USFK,https://www.flickr.com/photos/35352823@N06,flickr,https://www.flickr.com/photos/35352823@N06/10702381354,https://live.staticflickr.com/7338/10702381354_3976881645_b.jpg,"""131106 STB BN run"" by UNC - CFC - USFK, CC BY 2.0, via flickr",a8f7b080-aaa1-4651-8e89-69063fe8ffad,seoul street portrait,7.74,52.327,99.975,0.088,-0.741,-2.992,0.799,-8.959,3.338,3.165,0.209
0015_day_8247108e.jpg,cf3b93d9212e5942af7fb071612842c0f60e93cfad5fa37f54fe11e9bf1b010b,day,0.7068,0.422,by,2.0,https://creativecommons.org/licenses/by/2.0/,03.CYC.SWWM.SW.WDC.31mar06,Elvert Barnes,https://www.flickr.com/photos/95413346@N00,flickr,https://www.flickr.com/photos/95413346@N00/441700463,https://live.staticflickr.com/202/441700463_d96e1d4a24_b.jpg,"""03.CYC.SWWM.SW.WDC.31mar06"" by Elvert Barnes, CC BY 2.0, via flickr",8247108e-68ab-47b8-9bc7-cd34df52ab54,portrait cherry blossom street,3.176,56.083,98.668,0.196,3.978,6.004,4.077,5.603,1.472,6.161,0.235
0016_day_99e6d005.jpg,0db159acd70cf84ee25373664d02aabd4ab8a4990f5381cb429e84df278ce11c,day,0.7057,0.628,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,,colinlogan,https://www.flickr.com/photos/24918835@N03,flickr,https://www.flickr.com/photos/24918835@N03/6759637685,https://live.staticflickr.com/7008/6759637685_3f89af2463_b.jpg,"""Untitled"" by colinlogan, CC BY-SA 2.0, via flickr",99e6d005-83e2-4a2e-8b3e-dfea6d083341,night market portrait,1.745,58.412,98.725,0.149,-1.783,-5.225,16.586,-1.624,6.363,-0.502,0.298
0017_night_5dd57d37.jpg,317eee0b9df7cf27e18d0e37a2040ad8d0c1219b273d51b80a88c51dac60aa3b,night,0.7048,0.976,cc0,1.0,https://creativecommons.org/publicdomain/zero/1.0/,Asian Amateur Tiffany - Sexy Nighttime City Street Portrait,tiffanyartistmodel,https://www.flickr.com/photos/194724223@N02,flickr,https://www.flickr.com/photos/194724223@N02/55233222955,https://live.staticflickr.com/65535/55233222955_ba9004f3b0_b.jpg,"""Asian Amateur Tiffany - Sexy Nighttime City Street Portrait"" by tiffanyartistmodel, CC0 1.0, via flickr",5dd57d37-c74d-46e6-8dbf-47d2f44675a6,hong kong portrait night,3.227,9.923,92.998,0.704,5.58,3.411,5.795,2.08,-2.327,-0.724,0.479
0018_day_19413ebb.jpg,912b12b4bba37bc8168ef73332281fbcaf10dff6f88d8ec2561c8f002eb3843e,day,0.7045,0.822,by,2.0,https://creativecommons.org/licenses/by/2.0/,John Axsen,SFU - Communications & Marketing,https://www.flickr.com/photos/45160304@N02,flickr,https://www.flickr.com/photos/45160304@N02/10348687004,https://live.staticflickr.com/5485/10348687004_97a6d94034_b.jpg,"""John Axsen"" by SFU - Communications & Marketing, CC BY 2.0, via flickr",19413ebb-f33c-477f-8973-bab5650466ba,environmental portrait street,5.44,36.53,100.0,0.36,0.34,-4.393,2.426,5.016,-0.171,3.837,0.287
0019_day_ff95c8a1.jpg,1bfa63abf0392cce72ca0c62e0a7a17f0971ffcef5bb887c9a587b2fdb250649,day,0.7038,0.202,by,2.0,https://creativecommons.org/licenses/by/2.0/,bounce,istolethetv,https://www.flickr.com/photos/44124401641@N01,flickr,https://www.flickr.com/photos/44124401641@N01/7799796302,https://live.staticflickr.com/8428/7799796302_d2ebdecfa5_b.jpg,"""bounce"" by istolethetv, CC BY 2.0, via flickr",ff95c8a1-8ba3-4846-8023-2c9974e02114,street portrait city daylight,5.008,55.087,97.185,0.237,-3.558,3.072,0.575,4.348,-0.004,-0.59,0.159
0020_day_dc4effb5.jpg,279e892fa0428a5f44338220c179c3de13b80ca83e50559ba23ff17a71f60b22,day,0.7015,0.13,by,2.0,https://creativecommons.org/licenses/by/2.0/,Stranger #12/100: Ayu,Johnragai-Moment Catcher,https://www.flickr.com/photos/40642065@N06,flickr,https://www.flickr.com/photos/40642065@N06/8648941446,https://live.staticflickr.com/8401/8648941446_2c295bcb25_b.jpg,"""Stranger #12/100: Ayu"" by Johnragai-Moment Catcher, CC BY 2.0, via flickr",dc4effb5-b95b-4b42-803f-f567cb836446,environmental portrait street,3.321,44.563,100.0,0.267,3.654,-1.045,6.856,-8.032,0.52,1.276,0.264
0021_day_05f570b2.jpg,f73e0242030fc2319dff475d3cfe3662e26fcc220f6baebab186d4ac76d9e45d,day,0.7011,0.466,by,2.0,https://creativecommons.org/licenses/by/2.0/,Kids,&_yo,https://www.flickr.com/photos/68532915@N00,flickr,https://www.flickr.com/photos/68532915@N00/2167212054,https://live.staticflickr.com/2326/2167212054_531b43e2d2_b.jpg,"""Kids"" by &_yo, CC BY 2.0, via flickr",05f570b2-bf29-4630-86fd-4dd5913f3575,street portrait city daylight,2.873,58.046,100.0,0.143,-0.51,1.311,1.634,5.703,-0.006,3.05,0.144
0022_day_898f33bc.jpg,c4e63e398612a18d4f343c608ce6d2f1b031b3eb10dd21ff822024f1722393de,day,0.693,0.365,by,2.0,https://creativecommons.org/licenses/by/2.0/,London Heathrow - Mar 2012 - Daughter Pleased To Be Home,Gareth1953 All Right Now,https://www.flickr.com/photos/40837632@N05,flickr,https://www.flickr.com/photos/40837632@N05/6875747678,https://live.staticflickr.com/6220/6875747678_54288d7725_b.jpg,"""London Heathrow - Mar 2012 - Daughter Pleased To Be Home"" by Gareth1953 All Right Now, CC BY 2.0, via flickr",898f33bc-ca48-450e-b90e-5e0b1537f365,urban portrait evening,0.959,54.285,100.0,0.172,2.662,0.861,1.883,1.845,-0.657,2.168,0.178
0023_night_88a58a37.jpg,1c1b59163de5b1f8cbb19a5f36402e8f992a26d47b3ac2a6b04b58008fd33f34,night,0.6877,0.185,by,2.0,https://creativecommons.org/licenses/by/2.0/,"Seoul, South Korea",Jirka Matousek,https://www.flickr.com/photos/28415633@N00,flickr,https://www.flickr.com/photos/28415633@N00/8397294071,https://live.staticflickr.com/8324/8397294071_1415616d01_b.jpg,"""Seoul, South Korea"" by Jirka Matousek, CC BY 2.0, via flickr",88a58a37-3b77-47ca-b9f2-850a1fb21271,seoul street portrait,0.0,24.587,78.903,0.502,2.912,3.293,4.862,7.675,-0.752,-1.528,0.477
0024_night_2cc9d9b7.jpg,d233657b1577c074c3cc7457e596516d9fe1af6d47d9bc9ed1f5f56a56cc6834,night,0.6809,0.42,by,2.0,https://creativecommons.org/licenses/by/2.0/,Extranjeros,Zyan,https://www.flickr.com/photos/14642469@N00,flickr,https://www.flickr.com/photos/14642469@N00/5467078949,https://live.staticflickr.com/5212/5467078949_eed5db10a0_b.jpg,"""Extranjeros"" by Zyan, CC BY 2.0, via flickr",2cc9d9b7-8df8-4125-b536-c1e10bde2be0,seoul street portrait,0.466,15.42,100.0,0.571,5.69,5.661,4.498,16.037,0.17,1.188,0.637
0025_day_69b6d992.jpg,e77b3589a792517c193edece797a831441191fc63c8dc57e2aaf6f1dee2e18cb,day,0.6799,0.207,by,2.0,https://creativecommons.org/licenses/by/2.0/,Me & Jess,cezzie901,https://www.flickr.com/photos/10053858@N05,flickr,https://www.flickr.com/photos/10053858@N05/14963846912,https://live.staticflickr.com/5556/14963846912_713c63fe47_b.jpg,"""Me & Jess"" by cezzie901, CC BY 2.0, via flickr",69b6d992-2406-4691-9575-a34e47a49fb0,seoul street portrait,1.898,47.738,100.0,0.21,3.321,1.906,5.708,8.892,0.802,2.112,0.287
0026_day_1662ba45.jpg,3f5d17e0239abf6e26f4299fd3f44732a1c90f4791379d2bc86e12d5e4d8e311,day,0.6729,0.34,by,2.0,https://creativecommons.org/licenses/by/2.0/,Exercise Machines,Sailor Coruscant,https://www.flickr.com/photos/30325243@N00,flickr,https://www.flickr.com/photos/30325243@N00/2103264189,https://live.staticflickr.com/2334/2103264189_e26de7ba22_b.jpg,"""Exercise Machines"" by Sailor Coruscant, CC BY 2.0, via flickr",1662ba45-94f3-4573-a7a8-a6232398b896,seoul street portrait,6.655,49.004,91.07,0.128,3.356,-5.504,6.044,-6.037,-2.509,-5.402,0.277
0027_day_248c5db4.jpg,5f03855e780d53df7b1ae244ddbf579715a0d5b0e5b2cb060ca9f51a968b54cc,day,0.6693,0.278,by,2.0,https://creativecommons.org/licenses/by/2.0/,"A South Korean campaigner hands out information in the shape of a falling cluster bomb: the issue is not focused on in the mainstream media, yet South Korea continues to produce these indiscriminate weapons.",Cluster Munition Coalition,https://www.flickr.com/photos/25900134@N03,flickr,https://www.flickr.com/photos/25900134@N03/7692117074,https://live.staticflickr.com/7275/7692117074_be6e64903d_b.jpg,"""A South Korean campaigner hands out information in the shape of a falling cluster bomb: the issue is not focused on in the mainstream media, yet South Korea continues to produce these indiscriminate weapons."" by Cluster Munition Coalition, CC BY 2.0, via flickr",248c5db4-3923-4580-abbc-cbf05e501f37,seoul street portrait,1.118,58.249,96.243,0.226,0.363,-0.417,-0.403,2.516,0.226,4.454,0.269
0028_day_e3dc7dbd.jpg,ed781e28edb6c1883c500721fb3f9e43707bc865c682cadb284bc874ca653a56,day,0.6676,0.461,by,2.0,https://creativecommons.org/licenses/by/2.0/,Cosmin - Hong Kong,bortescristian,https://www.flickr.com/photos/79653482@N00,flickr,https://www.flickr.com/photos/79653482@N00/4511475842,https://live.staticflickr.com/4022/4511475842_910cef6b70_b.jpg,"""Cosmin - Hong Kong"" by bortescristian, CC BY 2.0, via flickr",e3dc7dbd-4e5b-4af3-847c-2ba76c59b386,hong kong portrait night,2.742,52.896,100.0,0.33,0.802,-2.732,1.749,-0.985,-0.499,4.682,0.125
0029_day_64677488.jpg,2f3e10f26dceb37d4702467347b07c986b093def66b11251e0598f9b72907acf,day,0.6606,0.865,pdm,1.0,https://creativecommons.org/publicdomain/mark/1.0/,20120208-OSEC-LSC-0057,USDAgov,https://www.flickr.com/photos/41284017@N08,flickr,https://www.flickr.com/photos/41284017@N08/6844145615,https://live.staticflickr.com/7149/6844145615_e7dc17354e_b.jpg,"""20120208-OSEC-LSC-0057"" by USDAgov, Public Domain Mark, via flickr",64677488-2fc4-42b1-b69d-8eba3ef1d48d,environmental portrait street,2.078,41.717,88.092,0.312,0.83,-0.364,4.191,3.02,2.564,1.697,0.197
0030_day_6737ff38.jpg,1f83d6d2ce3b3d81b065bb0aabe9e8f14a1e013ca46dd8500e91b1b50c034621,day,0.6572,0.684,by,2.0,https://creativecommons.org/licenses/by/2.0/,"Royal Victoria Docks - July 2012 - Portrait of Jeff, almost",Gareth1953 All Right Now,https://www.flickr.com/photos/40837632@N05,flickr,https://www.flickr.com/photos/40837632@N05/7596827182,https://live.staticflickr.com/8026/7596827182_2911edcfc6_b.jpg,"""Royal Victoria Docks - July 2012 - Portrait of Jeff, almost"" by Gareth1953 All Right Now, CC BY 2.0, via flickr",6737ff38-d043-46f7-b05a-450abe4456e7,street portrait bokeh,2.762,42.276,94.958,0.316,1.659,1.107,2.41,-0.363,-0.091,1.231,0.175
0031_night_ffd6566d.jpg,f87978a4c08bb7ed27776562ed26283a75b1a995988dc965d17d51fd7fc3c75c,night,0.6567,0.409,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,Shaven lady,colinlogan,https://www.flickr.com/photos/24918835@N03,flickr,https://www.flickr.com/photos/24918835@N03/5489650217,https://live.staticflickr.com/5055/5489650217_343900890c.jpg,"""Shaven lady"" by colinlogan, CC BY-SA 2.0, via flickr",ffd6566d-f81e-4f68-aede-25b624a5b351,street portrait stranger,0.0,15.048,90.317,0.622,1.518,-2.818,3.544,-3.624,-0.827,1.497,0.217
0032_day_fdab9903.jpg,e59cfaed3f1ac23e6bdf6751adfa6c646d7798c2a450190f7089cbfc36009fac,day,0.652,0.416,by,2.0,https://creativecommons.org/licenses/by/2.0/,Alek + head on a stick,Paul Keller,https://www.flickr.com/photos/18259771@N00,flickr,https://www.flickr.com/photos/18259771@N00/7466171930,https://live.staticflickr.com/8158/7466171930_9a711dea7b_b.jpg,"""Alek + head on a stick"" by Paul Keller, CC BY 2.0, via flickr",fdab9903-b788-4301-8ee2-b42256ce6185,seoul street portrait,2.486,39.872,99.489,0.256,5.615,-0.921,5.845,-5.87,-1.919,-0.512,0.272
0033_night_bb0f5335.jpg,e9fa334c6cfca1a775da75fb128689da7beeca05cb4c9b31a5e73e5b901895ac,night,0.6518,0.349,by,2.0,https://creativecommons.org/licenses/by/2.0/,Big Star,@yakobusan Jakob Montrasio,https://www.flickr.com/photos/37803129@N00,flickr,https://www.flickr.com/photos/37803129@N00/3190040955,https://live.staticflickr.com/3301/3190040955_3f93b15347_b.jpg,"""Big Star"" by @yakobusan Jakob Montrasio, CC BY 2.0, via flickr",bb0f5335-5afd-4f85-8411-db70a4fdbcaa,hong kong portrait night,1.88,19.501,90.197,0.584,7.766,-5.12,13.054,6.375,6.959,14.222,0.365
0034_day_e57a5763.jpg,8741f7c9b46b57cfbc63873bff0d6ea8db159942f21e246354745c5c4415d889,day,0.6514,0.406,by,2.0,https://creativecommons.org/licenses/by/2.0/,TRY TO IMAGINE ...,mrbill78636,https://www.flickr.com/photos/88611824@N00,flickr,https://www.flickr.com/photos/88611824@N00/3978085247,https://live.staticflickr.com/2450/3978085247_4ea1960004_b.jpg,"""TRY TO IMAGINE ..."" by mrbill78636, CC BY 2.0, via flickr",e57a5763-f212-40b1-bb9f-a584dea650d0,night market portrait,2.448,66.646,98.272,0.264,-0.193,3.95,2.627,4.579,2.726,1.492,0.126
0035_day_522a3e11.jpg,7d05116bf681a61d215577af721b30bd92237f98691adde451535bca02df3720,day,0.6514,0.421,by,2.0,https://creativecommons.org/licenses/by/2.0/,Nail Biting (Again),Phalinn Ooi,https://www.flickr.com/photos/17868205@N00,flickr,https://www.flickr.com/photos/17868205@N00/228096928,https://live.staticflickr.com/80/228096928_b7e90b78a3_b.jpg,"""Nail Biting (Again)"" by Phalinn Ooi, CC BY 2.0, via flickr",522a3e11-d587-495d-9850-287c40fd1bc3,street portrait city daylight,4.576,48.875,100.0,0.248,-0.325,1.088,1.574,2.616,-0.788,0.349,0.113
0036_day_3ded89f4.jpg,4b097b41c97723ae3f2f2e8e65d8cd1248e161379b3aee2f2a57c3274fe2d6e7,day,0.6506,0.211,by,2.0,https://creativecommons.org/licenses/by/2.0/,Havana - Police Girls At Work,Romtomtom,https://www.flickr.com/photos/84901326@N00,flickr,https://www.flickr.com/photos/84901326@N00/5286658600,https://live.staticflickr.com/5003/5286658600_722d2f2c19_b.jpg,"""Havana - Police Girls At Work"" by Romtomtom, CC BY 2.0, via flickr",3ded89f4-34a2-4a7d-a645-e9dc839992c0,street portrait city daylight,2.851,49.141,100.0,0.214,-1.769,-0.341,-1.566,1.233,1.126,4.442,0.246
0037_day_4a8da277.jpg,ec1ceed347b23d207338ee7ed4a8616920145b1cf1c511b198b49499d18108fd,day,0.6476,0.196,by,2.0,https://creativecommons.org/licenses/by/2.0/,Josh Shoots,Ross,https://www.flickr.com/photos/81183458@N00,flickr,https://www.flickr.com/photos/81183458@N00/3470501519,https://live.staticflickr.com/3538/3470501519_cda8271794_b.jpg,"""Josh Shoots"" by Ross, CC BY 2.0, via flickr",4a8da277-4baf-4de4-9424-5d328d5947a2,street portrait city daylight,3.501,55.193,100.0,0.088,1.642,-1.054,-0.539,5.974,0.009,-1.758,0.126
0038_day_8677670b.jpg,f57b9e1081b5c345b7956fe877aef75f03cd814ff2c66fa6f2bc215b34d0ccc8,day,0.645,0.444,by,2.0,https://creativecommons.org/licenses/by/2.0/,dangle,istolethetv,https://www.flickr.com/photos/44124401641@N01,flickr,https://www.flickr.com/photos/44124401641@N01/4882760736,https://live.staticflickr.com/4096/4882760736_21b8eec8f0_b.jpg,"""dangle"" by istolethetv, CC BY 2.0, via flickr",8677670b-ba01-4cec-bb1c-e30c7860295e,street portrait city daylight,2.374,61.94,94.126,0.203,1.505,0.719,2.92,3.179,1.306,7.916,0.21
0039_day_d00d7343.jpg,c3d35bfce1f4f00ca1287c63be5e272917447b1d70044ea11368845384cb47e3,day,0.6441,0.445,by,2.0,https://creativecommons.org/licenses/by/2.0/,"Two Friends, Two Days and a Tokyo",LimpingFrog Productions,https://www.flickr.com/photos/110112536@N05,flickr,https://www.flickr.com/photos/110112536@N05/18115087858,https://live.staticflickr.com/8835/18115087858_2b95edaaaa_b.jpg,"""Two Friends, Two Days and a Tokyo"" by LimpingFrog Productions, CC BY 2.0, via flickr",d00d7343-ca0d-4395-814b-63262058528b,tokyo street portrait night,5.105,66.414,100.0,0.199,0.477,-2.697,0.985,1.449,-1.237,-1.443,0.098
0040_night_22e6145e.jpg,6191483da5d61d1f51713afa03bac825c52727d334ab2f113710734a9adf4136,night,0.643,0.123,by,2.0,https://creativecommons.org/licenses/by/2.0/,Checking Out,Michel Curi,https://www.flickr.com/photos/119886413@N05,flickr,https://www.flickr.com/photos/119886413@N05/21245847760,https://live.staticflickr.com/5785/21245847760_8d3cf81173_b.jpg,"""Checking Out"" by Michel Curi, CC BY 2.0, via flickr",22e6145e-dcc4-4bee-9dfb-d0573ce0d9a7,portrait neon lights street,1.723,21.742,98.668,0.526,7.225,2.229,8.137,18.695,1.612,9.94,0.473
0041_day_9a94259a.jpg,0fcc126ad7f38f34716d2093693997646e1474ec313e7c936fbac9bb60c4a734,day,0.643,0.532,by,2.0,https://creativecommons.org/licenses/by/2.0/,Work and play in Kunduz [Image 4 of 5],DVIDSHUB,https://www.flickr.com/photos/28650594@N03,flickr,https://www.flickr.com/photos/28650594@N03/5364063813,https://live.staticflickr.com/5288/5364063813_9a94f75d46_b.jpg,"""Work and play in Kunduz [Image 4 of 5]"" by DVIDSHUB, CC BY 2.0, via flickr",9a94259a-165a-4bc7-ba62-2a0d0c9febcc,street portrait city daylight,4.018,65.721,100.0,0.276,0.464,-0.391,2.96,-7.926,-0.057,-4.904,0.185
