file,sha256,regime,score,person_frac,dof_log_ratio,license,license_version,license_url,title,creator,creator_url,source,landing_url,image_url,attribution,openverse_id,query,L_p01,L_p50,L_p99,shadow_frac,shadow_a,shadow_b,mid_a,mid_b,high_a,high_b,sat_mean,chroma_mean
0021_night_c9768fc8.jpg,c4ec38dea30a32ebb594175afac449af38f89f5cb1c220e2ef158656eca1f876,night,0.5106,0.0,,by,2.0,https://creativecommons.org/licenses/by/2.0/,Over The Top,7 w d,https://www.flickr.com/photos/62011450@N06,flickr,https://www.flickr.com/photos/62011450@N06/15020338597,https://live.staticflickr.com/3891/15020338597_523a62cf9f_b.jpg,"""Over The Top"" by 7 w d, CC BY 2.0, via flickr",c9768fc8-78a0-4e0e-bb2e-03f366a959fa,hong kong street night neon,3.482,31.905,98.21,0.399,4.604,-10.306,11.726,2.046,8.935,2.92,0.428,18.428
0022_day_076c1364.jpg,2efee0b54cd2a8f123f7c3b166b4f511ee6d2ee73193e56cabf40b525e8e779c,day,0.493,0.0,,by,2.0,https://creativecommons.org/licenses/by/2.0/,"#conservationlands15 Social Media Takeover, August 15th, Ruby Canyon in the McInnis Canyons National Conservation Area in Colorado",mypubliclands,https://www.flickr.com/photos/91981596@N06,flickr,https://www.flickr.com/photos/91981596@N06/20402263018,https://live.staticflickr.com/754/20402263018_091bc1f25b_b.jpg,"""#conservationlands15 Social Media Takeover, August 15th, Ruby Canyon in the McInnis Canyons National Conservation Area in Colorado"" by mypubliclands, CC BY 2.0, via flickr",076c1364-1ca6-4ead-b32d-05d13d67e874,mountain landscape blue hour,3.068,43.702,83.537,0.166,-2.092,-8.433,0.432,-13.129,0.23,-3.841,0.39,21.494
0023_day_9e3efdad.jpg,42d3388f847073055af85f064f3c2b8ed42ea2d2d87cacf8ac423beb804c0126,day,0.4528,0.0,,by,2.0,https://creativecommons.org/licenses/by/2.0/,Kigali,Krousy,https://www.flickr.com/photos/155255153@N06,flickr,https://www.flickr.com/photos/155255153@N06/28540395868,https://live.staticflickr.com/1741/28540395868_c8e8d24ac3_b.jpg,"""Kigali"" by Krousy, CC BY 2.0, via flickr",9e3efdad-b08b-4639-acb3-9503ceb6387e,city blue hour skyline,2.529,39.774,56.459,0.369,0.672,-5.959,0.695,-25.366,2.813,3.924,0.44,19.677
0024_day_08e4f598.jpg,a4bd65a930cbf128d7587a17c9a6dfe2cb62e5bbb3a379514bd8ffb68a1a6977,day,0.451,0.0,,by,2.0,https://creativecommons.org/licenses/by/2.0/,The last rays of the setting sun color Mount Esja on a cold winter day,o palsson,https://www.flickr.com/photos/45713725@N00,flickr,https://www.flickr.com/photos/45713725@N00/4245114694,https://live.staticflickr.com/4028/4245114694_9885b77ebe_b.jpg,"""The last rays of the setting sun color Mount Esja on a cold winter day"" by o palsson, CC BY 2.0, via flickr",08e4f598-4eeb-449e-810d-adc02d580266,snow mountains landscape,7.349,44.069,89.398,0.091,12.117,-24.3,12.478,-11.572,11.043,0.167,0.27,18.908
0025_day_971b3b2e.jpg,c18f10ea4a0ad78e9b7360fe330f4c5dd9dbf36b72f5c828b1ee5c73e30199c4,day,0.4471,0.0,,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,misty forest,hkanins,https://www.flickr.com/photos/101485279@N06,flickr,https://www.flickr.com/photos/101485279@N06/17181900780,https://live.staticflickr.com/7741/17181900780_716f0d2e90_b.jpg,"""misty forest"" by hkanins, CC BY-SA 2.0, via flickr",971b3b2e-94b5-4489-96d6-8651aed21b5b,misty forest,5.347,43.317,98.472,0.228,-0.236,-4.014,-0.574,-6.189,0.35,-4.352,0.16,6.658
0026_day_45f7715a.jpg,c06228db4457b2e4774a2eb84164bacf38e27317485b9986a56389a3a54028b1,day,0.4357,0.0,,by,2.0,https://creativecommons.org/licenses/by/2.0/,Solitude,Dave Hilditch Photography,https://www.flickr.com/photos/22775126@N00,flickr,https://www.flickr.com/photos/22775126@N00/5970100092,https://live.staticflickr.com/6018/5970100092_23dff3206c_b.jpg,"""Solitude"" by Dave Hilditch Photography, CC BY 2.0, via flickr",45f7715a-5b29-4052-a8f6-95e75b79ba1e,lake mountains morning,1.116,63.191,97.578,0.17,-0.261,-2.496,-2.007,-10.545,-1.389,-5.793,0.211,9.504
0027_night_f0804c73.jpg,4a7a9ba0132f5c3e61158255d7d783ce42399d53866e238b2c65d597d8a93d76,night,0.4281,0.0,,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,Just Like a Mirror,Jocey K,https://www.flickr.com/photos/48627921@N05,flickr,https://www.flickr.com/photos/48627921@N05/11127578934,https://live.staticflickr.com/3737/11127578934_11f611ce0f_b.jpg,"""Just Like a Mirror"" by Jocey K, CC BY-SA 2.0, via flickr",f0804c73-d22c-4278-9588-b7620b49b4ac,lake mountains morning,0.275,27.748,78.395,0.447,1.753,-12.4,-1.623,-13.869,-4.652,3.822,0.654,26.471
0028_day_17c7654c.jpg,d946e8801242d1a411947476a3b177a619e406babe2fdbc5b8eaa2550e1dddce,day,0.4278,0.003,,by,2.0,https://creativecommons.org/licenses/by/2.0/,Shibuya Crossroads (Night + Snow),Guwashi999,https://www.flickr.com/photos/16877319@N07,flickr,https://www.flickr.com/photos/16877319@N07/6748986977,https://live.staticflickr.com/7153/6748986977_3cd9983a13_b.jpg,"""Shibuya Crossroads (Night + Snow)"" by Guwashi999, CC BY 2.0, via flickr",17c7654c-9d58-48c5-b05e-76ab92ca618b,city night neon street,0.548,38.492,99.088,0.263,1.375,-10.01,-0.39,-16.828,-6.141,-0.252,0.413,16.667
0029_day_15872c18.jpg,20b69170e5d4bd3dc8a115ef1367c0a3c1639aa2f37252a116e2cbd7b374a6d3,day,0.4253,0.0,,by,2.0,https://creativecommons.org/licenses/by/2.0/,"Glacial Landscape: Mountaineers returning to the Aiguille du Midi, Mont Blanc Massif",Richard Allaway,https://www.flickr.com/photos/16287002@N00,flickr,https://www.flickr.com/photos/16287002@N00/7155641089,https://live.staticflickr.com/7211/7155641089_93bd2a6c17_b.jpg,"""Glacial Landscape: Mountaineers returning to the Aiguille du Midi, Mont Blanc Massif"" by Richard Allaway, CC BY 2.0, via flickr",15872c18-86b6-4586-9a41-132096cac79b,snow mountains landscape,7.513,55.417,89.876,0.117,1.128,-4.457,0.694,-13.638,0.845,-5.743,0.219,11.489
0030_night_26b1e368.jpg,f2bded9acbdee81df4c4086c25ac3d0bc8a168dbca8056ca8b60b8922c4b8a28,night,0.3989,0.0,,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,Blue mists at Snoqualmie Falls2,joiseyshowaa,https://www.flickr.com/photos/30201239@N00,flickr,https://www.flickr.com/photos/30201239@N00/3646698276,https://live.staticflickr.com/65535/3646698276_6465ec6969_b.jpg,"""Blue mists at Snoqualmie Falls2"" by joiseyshowaa, CC BY-SA 2.0, via flickr",26b1e368-a6e0-4a15-934e-1bb37a9241be,mountain landscape blue hour,2.164,30.105,64.893,0.419,8.73,-27.182,5.67,-36.359,2.972,-0.466,0.702,33.442
